index,name,base_name,Label Name,network,Full Component Name,hemisphere,component
20.0,17Networks_LH_VisCent_ExStr_16,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
21.0,17Networks_LH_VisCent_ExStr_17,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
22.0,17Networks_LH_VisCent_ExStr_18,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
23.0,17Networks_LH_VisCent_ExStr_19,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
24.0,17Networks_LH_VisCent_ExStr_20,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
25.0,17Networks_LH_VisCent_ExStr_21,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
26.0,17Networks_LH_VisCent_ExStr_22,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
27.0,17Networks_LH_VisCent_ExStr_23,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
28.0,17Networks_LH_VisCent_ExStr_24,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
29.0,17Networks_LH_VisCent_ExStr_25,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
30.0,17Networks_LH_VisCent_ExStr_26,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
31.0,17Networks_LH_VisCent_ExStr_27,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
32.0,17Networks_LH_VisCent_ExStr_28,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
33.0,17Networks_LH_VisCent_ExStr_29,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
34.0,17Networks_LH_VisCent_ExStr_30,17networks_lh_viscent_exstr,17networks_lh_viscent_exstr,central visual,extrastriate cortex,L,
35.0,17Networks_LH_VisPeri_StriCal_1,17networks_lh_visperi_strical,17networks_lh_visperi_strical,peripheral visual ,striate calcarine,L,
36.0,17Networks_LH_VisPeri_StriCal_2,17networks_lh_visperi_strical,17networks_lh_visperi_strical,peripheral visual ,striate calcarine,L,
37.0,17Networks_LH_VisPeri_StriCal_3,17networks_lh_visperi_strical,17networks_lh_visperi_strical,peripheral visual ,striate calcarine,L,
38.0,17Networks_LH_VisPeri_StriCal_4,17networks_lh_visperi_strical,17networks_lh_visperi_strical,peripheral visual ,striate calcarine,L,
39.0,17Networks_LH_VisPeri_StriCal_5,17networks_lh_visperi_strical,17networks_lh_visperi_strical,peripheral visual ,striate calcarine,L,
40.0,17Networks_LH_VisPeri_StriCal_6,17networks_lh_visperi_strical,17networks_lh_visperi_strical,peripheral visual ,striate calcarine,L,
41.0,17Networks_LH_VisPeri_StriCal_7,17networks_lh_visperi_strical,17networks_lh_visperi_strical,peripheral visual ,striate calcarine,L,
42.0,17Networks_LH_VisPeri_StriCal_8,17networks_lh_visperi_strical,17networks_lh_visperi_strical,peripheral visual ,striate calcarine,L,
43.0,17Networks_LH_VisPeri_StriCal_9,17networks_lh_visperi_strical,17networks_lh_visperi_strical,peripheral visual ,striate calcarine,L,
44.0,17Networks_LH_VisPeri_StriCal_10,17networks_lh_visperi_strical,17networks_lh_visperi_strical,peripheral visual ,striate calcarine,L,
45.0,17Networks_LH_VisPeri_ExStrInf_1,17networks_lh_visperi_exstrinf,17networks_lh_visperi_exstrinf,peripheral visual,extra-striate inferior,L,
46.0,17Networks_LH_VisPeri_ExStrInf_2,17networks_lh_visperi_exstrinf,17networks_lh_visperi_exstrinf,peripheral visual,extra-striate inferior,L,
47.0,17Networks_LH_VisPeri_ExStrInf_3,17networks_lh_visperi_exstrinf,17networks_lh_visperi_exstrinf,peripheral visual,extra-striate inferior,L,
48.0,17Networks_LH_VisPeri_ExStrInf_4,17networks_lh_visperi_exstrinf,17networks_lh_visperi_exstrinf,peripheral visual,extra-striate inferior,L,
49.0,17Networks_LH_VisPeri_ExStrInf_5,17networks_lh_visperi_exstrinf,17networks_lh_visperi_exstrinf,peripheral visual,extra-striate inferior,L,
50.0,17Networks_LH_VisPeri_ExStrInf_6,17networks_lh_visperi_exstrinf,17networks_lh_visperi_exstrinf,peripheral visual,extra-striate inferior,L,
51.0,17Networks_LH_VisPeri_ExStrInf_7,17networks_lh_visperi_exstrinf,17networks_lh_visperi_exstrinf,peripheral visual,extra-striate inferior,L,
52.0,17Networks_LH_VisPeri_ExStrInf_8,17networks_lh_visperi_exstrinf,17networks_lh_visperi_exstrinf,peripheral visual,extra-striate inferior,L,
53.0,17Networks_LH_VisPeri_ExStrInf_9,17networks_lh_visperi_exstrinf,17networks_lh_visperi_exstrinf,peripheral visual,extra-striate inferior,L,
54.0,17Networks_LH_VisPeri_ExStrInf_10,17networks_lh_visperi_exstrinf,17networks_lh_visperi_exstrinf,peripheral visual,extra-striate inferior,L,
55.0,17Networks_LH_VisPeri_ExStrSup_1,17networks_lh_visperi_exstrsup,17networks_lh_visperi_exstrsup,peripheral visual,extra-striate superior,L,
56.0,17Networks_LH_VisPeri_ExStrSup_2,17networks_lh_visperi_exstrsup,17networks_lh_visperi_exstrsup,peripheral visual,extra-striate superior,L,
57.0,17Networks_LH_VisPeri_ExStrSup_3,17networks_lh_visperi_exstrsup,17networks_lh_visperi_exstrsup,peripheral visual,extra-striate superior,L,
58.0,17Networks_LH_VisPeri_ExStrSup_4,17networks_lh_visperi_exstrsup,17networks_lh_visperi_exstrsup,peripheral visual,extra-striate superior,L,
59.0,17Networks_LH_VisPeri_ExStrSup_5,17networks_lh_visperi_exstrsup,17networks_lh_visperi_exstrsup,peripheral visual,extra-striate superior,L,
60.0,17Networks_LH_VisPeri_ExStrSup_6,17networks_lh_visperi_exstrsup,17networks_lh_visperi_exstrsup,peripheral visual,extra-striate superior,L,
61.0,17Networks_LH_VisPeri_ExStrSup_7,17networks_lh_visperi_exstrsup,17networks_lh_visperi_exstrsup,peripheral visual,extra-striate superior,L,
62.0,17Networks_LH_VisPeri_ExStrSup_8,17networks_lh_visperi_exstrsup,17networks_lh_visperi_exstrsup,peripheral visual,extra-striate superior,L,
63.0,17Networks_LH_VisPeri_ExStrSup_9,17networks_lh_visperi_exstrsup,17networks_lh_visperi_exstrsup,peripheral visual,extra-striate superior,L,
64.0,17Networks_LH_VisPeri_ExStrSup_10,17networks_lh_visperi_exstrsup,17networks_lh_visperi_exstrsup,peripheral visual,extra-striate superior,L,
65.0,17Networks_LH_VisPeri_ExStrSup_11,17networks_lh_visperi_exstrsup,17networks_lh_visperi_exstrsup,peripheral visual,extra-striate superior,L,
66.0,17Networks_LH_VisPeri_ExStrSup_12,17networks_lh_visperi_exstrsup,17networks_lh_visperi_exstrsup,peripheral visual,extra-striate superior,L,
67.0,17Networks_LH_SomMotA_1,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
68.0,17Networks_LH_SomMotA_2,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
69.0,17Networks_LH_SomMotA_3,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
70.0,17Networks_LH_SomMotA_4,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
71.0,17Networks_LH_SomMotA_5,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
72.0,17Networks_LH_SomMotA_6,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
73.0,17Networks_LH_SomMotA_7,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
74.0,17Networks_LH_SomMotA_8,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
75.0,17Networks_LH_SomMotA_9,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
76.0,17Networks_LH_SomMotA_10,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
77.0,17Networks_LH_SomMotA_11,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
78.0,17Networks_LH_SomMotA_12,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
79.0,17Networks_LH_SomMotA_13,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
80.0,17Networks_LH_SomMotA_14,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
81.0,17Networks_LH_SomMotA_15,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
82.0,17Networks_LH_SomMotA_16,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
83.0,17Networks_LH_SomMotA_17,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
84.0,17Networks_LH_SomMotA_18,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
85.0,17Networks_LH_SomMotA_19,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
86.0,17Networks_LH_SomMotA_20,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
87.0,17Networks_LH_SomMotA_21,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
88.0,17Networks_LH_SomMotA_22,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
89.0,17Networks_LH_SomMotA_23,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
90.0,17Networks_LH_SomMotA_24,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
91.0,17Networks_LH_SomMotA_25,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
92.0,17Networks_LH_SomMotA_26,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
93.0,17Networks_LH_SomMotA_27,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
94.0,17Networks_LH_SomMotA_28,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
95.0,17Networks_LH_SomMotA_29,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
96.0,17Networks_LH_SomMotA_30,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
97.0,17Networks_LH_SomMotA_31,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
98.0,17Networks_LH_SomMotA_32,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
99.0,17Networks_LH_SomMotA_33,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
100.0,17Networks_LH_SomMotA_34,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
101.0,17Networks_LH_SomMotA_35,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
102.0,17Networks_LH_SomMotA_36,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
103.0,17Networks_LH_SomMotA_37,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
104.0,17Networks_LH_SomMotA_38,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
105.0,17Networks_LH_SomMotA_39,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
106.0,17Networks_LH_SomMotA_40,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
107.0,17Networks_LH_SomMotA_41,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
108.0,17Networks_LH_SomMotA_42,17networks_lh_sommota,17networks_lh_sommota,somatomotor A,somatomotor A,L,
109.0,17Networks_LH_SomMotB_Cent_1,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L,
110.0,17Networks_LH_SomMotB_Cent_2,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L,
111.0,17Networks_LH_SomMotB_Cent_3,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L,
112.0,17Networks_LH_SomMotB_Cent_4,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L,
113.0,17Networks_LH_SomMotB_Cent_5,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L,
114.0,17Networks_LH_SomMotB_Cent_6,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L,
115.0,17Networks_LH_SomMotB_Cent_7,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L,
116.0,17Networks_LH_SomMotB_Cent_8,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L,
117.0,17Networks_LH_SomMotB_Cent_9,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L,
118.0,17Networks_LH_SomMotB_Cent_10,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L,
119.0,17Networks_LH_SomMotB_Cent_11,17networks_lh_sommotb_cent,17networks_lh_sommotb_cent,somatomotor B,central ,L,
120.0,17Networks_LH_SomMotB_S2_1,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L,
121.0,17Networks_LH_SomMotB_S2_2,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L,
122.0,17Networks_LH_SomMotB_S2_3,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L,
123.0,17Networks_LH_SomMotB_S2_4,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L,
124.0,17Networks_LH_SomMotB_S2_5,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L,
125.0,17Networks_LH_SomMotB_S2_6,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L,
126.0,17Networks_LH_SomMotB_S2_7,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L,
127.0,17Networks_LH_SomMotB_S2_8,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L,
128.0,17Networks_LH_SomMotB_S2_9,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L,
129.0,17Networks_LH_SomMotB_S2_10,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L,
130.0,17Networks_LH_SomMotB_S2_11,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L,
131.0,17Networks_LH_SomMotB_S2_12,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L,
132.0,17Networks_LH_SomMotB_S2_13,17networks_lh_sommotb_s2,17networks_lh_sommotb_s2,somatomotor B,S2,L,
133.0,17Networks_LH_SomMotB_Ins_1,17networks_lh_sommotb_ins,17networks_lh_sommotb_ins,somatomotor B,insula,L,
134.0,17Networks_LH_SomMotB_Aud_1,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
135.0,17Networks_LH_SomMotB_Aud_2,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
136.0,17Networks_LH_SomMotB_Aud_3,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
137.0,17Networks_LH_SomMotB_Aud_4,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
138.0,17Networks_LH_SomMotB_Aud_5,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
139.0,17Networks_LH_SomMotB_Aud_6,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
140.0,17Networks_LH_SomMotB_Aud_7,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
141.0,17Networks_LH_SomMotB_Aud_8,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
142.0,17Networks_LH_SomMotB_Aud_9,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
143.0,17Networks_LH_SomMotB_Aud_10,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
144.0,17Networks_LH_SomMotB_Aud_11,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
145.0,17Networks_LH_SomMotB_Aud_12,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
146.0,17Networks_LH_SomMotB_Aud_13,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
147.0,17Networks_LH_SomMotB_Aud_14,17networks_lh_sommotb_aud,17networks_lh_sommotb_aud,somatomotor B,auditory,L,
148.0,17Networks_LH_DorsAttnA_TempOcc_1,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L,
149.0,17Networks_LH_DorsAttnA_TempOcc_2,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L,
150.0,17Networks_LH_DorsAttnA_TempOcc_3,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L,
151.0,17Networks_LH_DorsAttnA_TempOcc_4,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L,
152.0,17Networks_LH_DorsAttnA_TempOcc_5,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L,
153.0,17Networks_LH_DorsAttnA_TempOcc_6,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L,
154.0,17Networks_LH_DorsAttnA_TempOcc_7,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L,
155.0,17Networks_LH_DorsAttnA_TempOcc_8,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L,
156.0,17Networks_LH_DorsAttnA_TempOcc_9,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L,
157.0,17Networks_LH_DorsAttnA_TempOcc_10,17networks_lh_dorsattna_tempocc,17networks_lh_dorsattna_tempocc,dorsal attention A,temporal occipital,L,
158.0,17Networks_LH_DorsAttnA_ParOcc_1,17networks_lh_dorsattna_parocc,17networks_lh_dorsattna_parocc,dorsal attention A,parietal occipital,L,
159.0,17Networks_LH_DorsAttnA_ParOcc_2,17networks_lh_dorsattna_parocc,17networks_lh_dorsattna_parocc,dorsal attention A,parietal occipital,L,
160.0,17Networks_LH_DorsAttnA_ParOcc_3,17networks_lh_dorsattna_parocc,17networks_lh_dorsattna_parocc,dorsal attention A,parietal occipital,L,
161.0,17Networks_LH_DorsAttnA_ParOcc_4,17networks_lh_dorsattna_parocc,17networks_lh_dorsattna_parocc,dorsal attention A,parietal occipital,L,
162.0,17Networks_LH_DorsAttnA_ParOcc_5,17networks_lh_dorsattna_parocc,17networks_lh_dorsattna_parocc,dorsal attention A,parietal occipital,L,
163.0,17Networks_LH_DorsAttnA_ParOcc_6,17networks_lh_dorsattna_parocc,17networks_lh_dorsattna_parocc,dorsal attention A,parietal occipital,L,
164.0,17Networks_LH_DorsAttnA_ParOcc_7,17networks_lh_dorsattna_parocc,17networks_lh_dorsattna_parocc,dorsal attention A,parietal occipital,L,
165.0,17Networks_LH_DorsAttnA_SPL_1,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
166.0,17Networks_LH_DorsAttnA_SPL_2,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
167.0,17Networks_LH_DorsAttnA_SPL_3,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
168.0,17Networks_LH_DorsAttnA_SPL_4,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
169.0,17Networks_LH_DorsAttnA_SPL_5,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
170.0,17Networks_LH_DorsAttnA_SPL_6,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
171.0,17Networks_LH_DorsAttnA_SPL_7,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
172.0,17Networks_LH_DorsAttnA_SPL_8,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
173.0,17Networks_LH_DorsAttnA_SPL_9,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
174.0,17Networks_LH_DorsAttnA_SPL_10,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
175.0,17Networks_LH_DorsAttnA_SPL_11,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
176.0,17Networks_LH_DorsAttnA_SPL_12,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
177.0,17Networks_LH_DorsAttnA_SPL_13,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
178.0,17Networks_LH_DorsAttnA_SPL_14,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
179.0,17Networks_LH_DorsAttnA_SPL_15,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
180.0,17Networks_LH_DorsAttnA_SPL_16,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
181.0,17Networks_LH_DorsAttnA_SPL_17,17networks_lh_dorsattna_spl,17networks_lh_dorsattna_spl,dorsal attention A,superior parietal lobule,L,
182.0,17Networks_LH_DorsAttnB_TempOcc_1,17networks_lh_dorsattnb_tempocc,17networks_lh_dorsattnb_tempocc,dorsal attention B,temporal occipital,L,
183.0,17Networks_LH_DorsAttnB_TempOcc_2,17networks_lh_dorsattnb_tempocc,17networks_lh_dorsattnb_tempocc,dorsal attention B,temporal occipital,L,
184.0,17Networks_LH_DorsAttnB_PostC_1,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
185.0,17Networks_LH_DorsAttnB_PostC_2,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
186.0,17Networks_LH_DorsAttnB_PostC_3,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
187.0,17Networks_LH_DorsAttnB_PostC_4,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
188.0,17Networks_LH_DorsAttnB_PostC_5,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
189.0,17Networks_LH_DorsAttnB_PostC_6,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
190.0,17Networks_LH_DorsAttnB_PostC_7,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
191.0,17Networks_LH_DorsAttnB_PostC_8,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
192.0,17Networks_LH_DorsAttnB_PostC_9,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
193.0,17Networks_LH_DorsAttnB_PostC_10,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
194.0,17Networks_LH_DorsAttnB_PostC_11,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
195.0,17Networks_LH_DorsAttnB_PostC_12,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
196.0,17Networks_LH_DorsAttnB_PostC_13,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
197.0,17Networks_LH_DorsAttnB_PostC_14,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
198.0,17Networks_LH_DorsAttnB_PostC_15,17networks_lh_dorsattnb_postc,17networks_lh_dorsattnb_postc,dorsal attention B,post central,L,
